item_id,item_name,category,date,sales_qty,month,is_holiday
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-02,37,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-03,30,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-04,50,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-05,31,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-06,28,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-07,10,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-08,41,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-09,43,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-10,44,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-11,34,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-12,47,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-13,6,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-14,52,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-15,42,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-16,40,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-17,35,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-18,29,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-19,38,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-20,33,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-21,42,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-22,45,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-23,48,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-24,32,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-25,31,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-26,53,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-27,36,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-28,42,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-29,48,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-30,23,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-03-31,31,3,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-01,30,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-02,34,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-03,36,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-04,36,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-05,45,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-06,51,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-07,42,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-08,67,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-09,28,4,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-10,13,4,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-11,39,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-12,44,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-13,57,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-14,31,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-15,27,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-16,50,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-17,32,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-18,50,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-19,37,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-20,39,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-21,39,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-22,23,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-23,27,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-24,30,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-25,41,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-26,28,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-27,22,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-28,37,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-29,32,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-04-30,44,4,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-01,13,5,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-02,74,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-03,13,5,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-04,36,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-05,37,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-06,38,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-07,19,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-08,32,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-09,37,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-10,31,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-11,25,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-12,29,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-13,39,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-14,39,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-15,38,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-16,48,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-17,45,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-18,42,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-19,37,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-20,36,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-21,18,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-22,41,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-23,42,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-24,31,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-25,56,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-26,58,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-27,78,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-28,20,5,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-29,28,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-30,28,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-05-31,43,5,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-01,29,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-02,36,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-03,33,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-04,22,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-05,32,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-06,85,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-07,55,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-08,20,6,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-09,47,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-10,53,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-11,44,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-12,33,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-13,45,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-14,31,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-15,18,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-16,30,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-17,34,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-18,15,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-19,35,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-20,29,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-21,32,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-22,24,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-23,37,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-24,26,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-25,13,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-26,29,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-27,24,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-28,46,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-29,33,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-06-30,40,6,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-01,18,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-02,21,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-03,42,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-04,42,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-05,38,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-06,32,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-07,34,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-08,30,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-09,25,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-10,27,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-11,33,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-12,25,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-13,33,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-14,16,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-15,27,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-16,46,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-17,25,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-18,30,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-19,20,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-20,32,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-21,36,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-22,35,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-23,34,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-24,39,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-25,20,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-26,20,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-27,25,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-28,13,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-29,16,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-30,24,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-07-31,29,7,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-01,31,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-02,31,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-03,32,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-04,19,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-05,27,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-06,8,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-07,25,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-08,32,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-09,27,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-10,26,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-11,48,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-12,34,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-13,41,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-14,67,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-15,20,8,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-16,22,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-17,31,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-18,34,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-19,21,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-20,18,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-21,36,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-22,31,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-23,30,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-24,29,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-25,18,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-26,14,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-27,30,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-28,27,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-29,37,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-30,23,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-08-31,29,8,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-01,36,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-02,18,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-03,26,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-04,30,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-05,40,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-06,30,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-07,36,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-08,36,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-09,23,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-10,26,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-11,34,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-12,23,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-13,33,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-14,23,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-15,12,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-16,33,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-17,19,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-18,29,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-19,27,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-20,35,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-21,29,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-22,32,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-23,28,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-24,22,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-25,27,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-26,21,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-27,33,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-28,19,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-29,23,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-09-30,27,9,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-01,17,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-02,27,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-03,39,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-04,39,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-05,31,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-06,19,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-07,22,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-08,24,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-09,28,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-10,15,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-11,41,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-12,13,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-13,24,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-14,23,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-15,21,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-16,23,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-17,27,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-18,34,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-19,30,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-20,15,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-21,22,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-22,23,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-23,17,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-24,33,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-25,37,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-26,44,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-27,1,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-28,16,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-29,41,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-30,34,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-10-31,45,10,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-01,9,11,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-02,16,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-03,32,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-04,26,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-05,30,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-06,23,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-07,31,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-08,44,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-09,56,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-10,32,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-11,17,11,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-12,24,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-13,23,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-14,36,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-15,27,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-16,30,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-17,34,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-18,40,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-19,6,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-20,29,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-21,44,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-22,32,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-23,34,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-24,28,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-25,25,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-26,30,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-27,46,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-28,47,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-29,24,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-11-30,39,11,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-01,20,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-02,42,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-03,29,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-04,31,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-05,30,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-06,32,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-07,22,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-08,32,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-09,17,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-10,24,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-11,29,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-12,15,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-13,50,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-14,5,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-15,26,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-16,42,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-17,23,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-18,43,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-19,23,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-20,45,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-21,25,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-22,57,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-23,47,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-24,63,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-25,11,12,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-26,23,12,True
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-27,49,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-28,22,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-29,29,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-30,37,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2023-12-31,66,12,False
1,Piątnica Mleko 3.2%,Молочні продукти,2024-01-01,24,1,True
1,Piątnica Mleko 3.2%,Молочні продукти,2024-01-02,26,1,False
